,ID_CLIENTE,TIPO_FUNCIONARIO,DIA_PAGAMENTO,TIPO_ENVIO_APLICACAO,QUANT_CARTOES_ADICIONAIS,TIPO_ENDERECO_POSTAL,SEXO,ESTADO_CIVIL,QUANT_DEPENDENTES,NIVEL_EDUCACIONAL,ESTADO_NASCIMENTO,CIDADE_NASCIMENTO,NACIONALIDADE,ESTADO_RESIDENCIAL,CIDADE_RESIDENCIAL,BAIRRO_RESIDENCIAL,FLAG_TELEFONE_RESIDENCIAL,CODIGO_AREA_TELEFONE_RESIDENCIAL,TIPO_RESIDENCIA,MESES_RESIDENCIA,FLAG_TELEFONE_MOVEL,FLAG_EMAIL,RENDA_PESSOAL_MENSAL,OUTRAS_RENDAS,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OUTROS_CARTOES,QUANT_CONTAS_BANCARIAS,QUANT_CONTAS_BANCARIAS_ESPECIAIS,VALOR_PATRIMONIO_PESSOAL,QUANT_CARROS,EMPRESA,ESTADO_PROFISSIONAL,CIDADE_PROFISSIONAL,BAIRRO_PROFISSIONAL,FLAG_TELEFONE_PROFISSIONAL,CODIGO_AREA_TELEFONE_PROFISSIONAL,MESES_NO_TRABALHO,CODIGO_PROFISSAO,TIPO_OCUPACAO,CODIGO_PROFISSAO_CONJUGE,NIVEL_EDUCACIONAL_CONJUGE,FLAG_DOCUMENTO_RESIDENCIAL,FLAG_RG,FLAG_CPF,FLAG_COMPROVANTE_RENDA,PRODUTO,FLAG_REGISTRO_ACSP,IDADE,CEP_RESIDENCIAL_3,CEP_PROFISSIONAL_3,ROTULO_ALVO_MAU=1
30645,30647,C,15,Web,0,1,M,6,2,0,MG,ITUIUTABA,1,MT,CANARANA,CENTRO,N, ,2.0,0.0,N,1,225.0,200.0,0,0,0,0,0,0,0,35000.0,1,Y,MT,CANARANA,RURAL,N, ,0,9.0,2.0,9.0,3.0,0,0,0,0,1,N,33,786,786,0
30646,30648,C,25,0,0,1,F,0,0,0, , ,0,AL,MACEIO,JACINTINHO,Y,100,1.0,0.0,N,1,375.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, , , ,N, ,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,29,570,570,0
30647,30649,C,20,Web,0,1,M,6,4,0,MA,BREJO,1,PA,MARABA,NOVA MARABA,Y,120,1.0,0.0,N,1,523.52,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,37,685,685,0
30648,30650,C,5,Carga,0,1,F,1,0,0,BA,candeias,1,BA,CANDEIAS,SARANDY,Y,81,2.0,,N,1,2000.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,Y,81,0,11.0,5.0,11.0,,0,0,0,0,1,N,41,438,438,0
30649,30651,C,10,0,0,1,M,6,2,0,CE,NOVA RUSSAS,1,CE,FORTALEZA,JOSE WALTER,Y,107,1.0,1.0,N,0,1618.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,CE,FORTALEZA,CIDADE DOS FUNCIONARIOS,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,49,607,607,0
30650,30652,C,10,Web,0,1,F,2,0,0,RS,ENCRUZILHADA DO SUL,1,RS,ENCRUZILHADA DO SUL,CENTRO,N, ,1.0,19.0,N,1,750.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,4.0,,,0,0,0,0,1,N,46,966,966,0
30651,30653,C,5,0,0,1,F,1,0,0, , ,0,RN,CAICO,CENTRO,Y,105,1.0,0.0,N,1,1047.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,1.0,11.0,0.0,0,0,0,0,1,N,18,593,593,1
30652,30654,C,15,0,0,1,M,2,0,0,MG,CEL FABRICIANO,1,MG,CEL FABRICIANO,MELO VIANA,Y,29,1.0,35.0,N,1,1108.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,55,351,351,1
30653,30655,C,15,Web,0,1,M,2,0,0,MG,PAULA CANDIDO,1,SP,Maua,Vila Feital,Y,5,1.0,11.0,N,1,593.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,2,N,41,933,933,0
30654,30656,C,10,Web,0,1,F,1,0,0,CE,FORTALEZA,1,CE,FORTALEZA,ANTONIO BEZERRA,Y,107,1.0,10.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,,,,,0,0,0,0,1,N,53,603,603,0
30655,30657,C,20,Web,0,1,F,2,0,0,RN,TAIPU,1,RN,NATAL,NEOPOLIS,Y,105,1.0,2.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,,,,,0,0,0,0,1,N,52,590,590,0
30656,30658,C,20,Web,0,1,M,2,0,0,SP,sao pauo,1,SP,brodowski,cj jd dos tucanos,Y,14,1.0,12.0,N,1,714.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,2,N,35,143,143,0
30657,30659,C,1,Web,0,1,F,2,0,0,MA,pio xii,1,AP,LARANJAL DO JARI,NOVA ESPERANCA,Y,123,1.0,4.0,N,1,1215.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,10.0,2.0,,,0,0,0,0,1,N,31,689,689,0
30658,30660,C,10,0,0,1,F,1,2,0, , ,0,BA,VALENCA,MARICOABO,Y,86,1.0,0.0,N,1,429.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,BA,VALENCA,MARICOABO,N, ,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,34,454,454,1
30659,30661,C,10,Web,0,1,M,1,0,0,MG,CORONEL FABRICIANO,1,MG,CORONEL FABRICIANO,JULIA KUBITSCKE,Y,29,1.0,5.0,N,1,415.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,1,N,54,351,351,1
30660,30662,C,25,Web,0,1,F,4,0,0,PI,TERESINA,1,PI,TERESINA,VILA IRMA DULCE,Y,110,1.0,4.0,N,1,429.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PI,TERESINA,LOURIVAL PARENTE,Y,110,0,9.0,5.0,,,0,0,0,0,1,N,48,640,640,1
30661,30663,C,10,0,0,1,M,2,0,0,RS,VIAMAO,1,RS,VIAMAO,CENTRO,Y,54,1.0,1.0,N,0,1100.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,ALVORADA,CENTRO,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,40,944,944,1
30662,30664,C,10,0,0,1,M,2,2,0,ES,ALEGRE,1,ES,CACHOEIRO DE ITAPEMIRIM,SOTURNO,Y,27,2.0,1.0,N,0,759.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,CACHOEIRO DE ITAPEMIRIN,VARGEM GRANDE DE SOTURNO,Y,27,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,32,293,293,0
30663,30665,C,15,0,0,1,F,1,0,0,RJ,RIO DE JANEIRO,1,RJ,CAMPOS DOS GOITACAZES,TURF CLUB,Y,22,5.0,4.0,N,0,390.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,CAMPOS DOS GOITACAZES,ALPHAVILE,Y,22,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,24,280,280,0
30664,30666,C,20,0,0,1,M,2,1,0,DF,BRASILIA,1,DF,Recanto das Emas,Recanto das Emas,Y,66,1.0,10.0,N,0,1017.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,Y,66,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,30,726,726,1
30665,30667,C,10,Web,0,1,F,1,0,0,PA,belem,1,PA,MARITUBA,NOVO HORIZONTE,Y,117,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,5.0,,,0,0,0,0,1,N,43,672,672,0
30666,30668,C,10,0,0,1,F,4,1,0,BA,IPIAZ,1,BA,IPIAZ,CENTRO,Y,84,1.0,10.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,2,N,72,455,455,1
30667,30669,C,5,Web,0,1,M,2,1,0,PE,Bezerros,1,PE,Flores,Nova Flores,N, ,1.0,4.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,4.0,,,0,0,0,0,1,N,45,568,568,1
30668,30670,C,10,0,0,1,M,2,0,0, , ,0,RJ,RIO DE JANEIRO,STA CRUZ,Y,20,1.0,0.0,N,1,778.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,RIO DE JANEIRO,INHAUMA,Y,20,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,43,235,235,1
30669,30671,C,10,Web,0,1,F,3,2,0,SP,SP,1,SP,OSASCO,JD BARONESA,Y,5,1.0,5.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,,,0,0,0,0,1,N,41,626,626,1
30670,30672,C,1,0,0,1,F,1,0,0,CE,QUIXEIRAMOBIM,1,CE,QUIXADA,campo novo,Y,112,2.0,0.0,N,0,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,28,639,639,0
30671,30673,C,10,0,0,1,M,2,1,0,RS,PINHEIRO MACHADO,1,RS,PINHEIRO MACHADO,CENTRO,Y,58,1.0,17.0,N,0,1334.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PINHEIRO MACHADO,CENTRO,Y,58,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,87,964,964,0
30672,30674,C,20,Web,0,1,F,1,3,0,SP,GUARULHOS,1,SP,Sao Paulo,Vila Maria alta,Y,5,2.0,0.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,2.0,,,0,0,0,0,1,N,30,213,213,0
30673,30675,C,5,0,0,1,F,1,0,0,MG,ARAGUARI,1,MG,ARAGUARI,MIRANDA,Y,32,1.0,5.0,N,0,350.0,170.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,48,384,384,1
30674,30676,C,5,0,0,1,F,2,2,0,BA,igapora,1,SP,Maua,Jardim Sonia Maria,Y,5,2.0,3.0,N,1,1175.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,SP,Santo Andre,Parque Jacatuba,Y,5,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,39,938,938,0
30675,30677,C,10,Web,0,1,F,4,0,0,PB,IMACULADA,1,BA,PAULO AFONSO,CENTRO,Y,86,1.0,10.0,N,1,442.68,0.0,1,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,58,486,486,0
30676,30678,C,10,0,0,1,F,4,0,0, , ,0,MG,BELO HORIZONTE,SAO GERALDO,Y,29,1.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,11.0,1.0,11.0,0.0,0,0,0,0,1,N,66,310,310,0
30677,30679,C,5,Web,0,1,F,2,0,0,RS,PELOTAS,1,RS,Pelotas,Fragata,Y,58,1.0,10.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,58,960,960,0
30678,30680,C,15,0,0,1,F,1,1,0, , ,0,PE,RECIFE,GUABIRABA,Y,97,1.0,0.0,N,1,220.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,4.0,11.0,0.0,0,0,0,0,1,N,37,522,522,1
30679,30681,C,5,Web,0,1,M,2,2,0,SP,SAO PAULO,1,SP,Guarulhos,Parque Primavera,Y,5,1.0,2.0,N,1,1510.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,1,N,48,714,714,0
30680,30682,C,10,Web,0,1,M,3,0,0,RN,MOSSORO,1,RN,MOSSORO,BELO HORIZONTE,Y,105,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,,,,,0,0,0,0,1,N,63,596,596,1
30681,30683,C,10,Web,0,1,M,2,3,0,PR,ORTIGUEIRA,1,PR,TELEMACO BORBA,PARQUE LIMEIRA,Y,41,1.0,3.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,2.0,,,0,0,0,0,1,N,28,842,842,0
30682,30684,C,5,0,0,1,M,2,1,0,SC,BLUMENAU,1,RS,IMBE,CENTRO,Y,54,4.0,4.0,N,0,552.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RS,IMBE,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,45,956,956,1
30683,30685,C,25,0,0,1,F,4,0,0,MS,ANTONIO JOAO,1,MS,CAMPO GRANDE,NOVO MINAS GERAIS,Y,75,1.0,30.0,N,1,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,64,790,790,0
30684,30686,C,25,Web,0,1,M,1,0,0,CE,BEBERIBE,1,CE,PACAJUS,AT BOA VISTA,Y,107,1.0,10.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,PACAJUS,CENTRO,Y,107,0,9.0,5.0,,,0,0,0,0,1,N,19,628,628,0
30685,30687,C,15,0,0,1,F,7,1,0,BA,MORTUGA,1,SP,ITAPEVI,JR RUTH,Y,5,1.0,3.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,0.0,4.0,0.0,0.0,0,0,0,0,1,N,45,666,666,1
30686,30688,C,20,Web,0,1,F,1,0,0,RS,SANTA CRUZ DO SUL,1,RS,SAPUCAIA DO SUL,JARDIM,Y,54,1.0,24.0,N,1,1536.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,PORTO ALEGRE,AUXILIADORA,N, ,0,9.0,2.0,,,0,0,0,0,1,N,35,932,932,0
30687,30689,C,10,Carga,0,1,F,2,0,0,BA,SALVADOR,1,BA,PORTO SEGURO,AREIAO,Y,84,5.0,1.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,PORTO SEGURO,CENTRO,N, ,0,10.0,2.0,11.0,,0,0,0,0,2,N,43,458,458,1
30688,30690,C,25,0,0,1,F,2,0,0,ES,COLATINA,1,BA,MEDEIROS NETO,CAPICHABA,N, ,1.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,51,459,459,0
30689,30691,C,5,Web,0,1,F,2,0,0,CE,AQUIRAZ,1,CE,AQUIRAZ,PORTO DAS DUNAS,Y,107,1.0,42.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,1,N,47,617,617,1
30690,30692,C,15,Web,0,1,F,2,1,0,BA,IPIAU,1,BA,IPIAU,SAO JOSE OPERARIO,Y,84,1.0,25.0,N,1,1000.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,BA,BARRA GRANDE,CENTRO,Y,84,0,9.0,2.0,,,0,0,0,0,2,N,26,455,455,0
30691,30693,C,10,Web,0,1,F,1,0,0,MG,PATOS DEMINAS,1,MG,Patos de Minas,Nossa Senhora aparecida,Y,32,,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,1,N,53,387,387,0
30692,30694,C,15,Web,0,1,F,2,0,0,PE,SERRA TALHADA,1,SP,Sao Jose dos Campos,Cidade Morumbi,Y,9,2.0,6.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,1,N,44,122,122,0
30693,30695,C,25,Carga,0,1,F,2,1,0,PE,RECIFE,1,PE,RECIFE,IBURA,Y,97,1.0,1.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,11.0,4.0,11.0,,0,0,0,0,1,N,34,513,513,1
30694,30696,C,5,Carga,0,1,M,2,1,0,RO,porto velho,1,RO,PORTO VELHO,JD PETROPOLIS,Y,77,1.0,1.0,N,1,1363.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,RO,PORTO VELHO,CENTRO,N, ,0,9.0,2.0,11.0,,0,0,0,0,1,N,37,789,789,0
30695,30697,C,25,Carga,0,1,F,1,3,0,MG,BELO HORIZONTE,1,MG,BELO HORIZONTE,PROVIDENCIA,Y,29,1.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,11.0,1.0,11.0,,0,0,0,0,2,N,43,318,318,1
30696,30698,C,1,Web,0,1,M,2,0,0,MG,SAO SEBASTIAO DO PONTAL,1,MS,PARANAIBA,JD KARINA,Y,75,1.0,12.0,N,1,408.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MS,PARANAIBA, ,N, ,0,9.0,2.0,,,0,0,0,0,1,N,22,795,795,1
30697,30699,C,10,0,0,1,F,2,0,0,SP,sao paulo,1,SP,SAO BERNADO,PARQUE SAO BERNADO,Y,5,1.0,0.0,N,0,550.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,2.0,0.0,0.0,0.0,0,0,0,0,2,N,30,976,976,1
30698,30700,C,15,0,0,1,F,1,0,0,CE,CRATEUS,1,CE,CRATEUS,CENTRO,Y,112,2.0,0.0,N,1,1162.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,2,N,45,637,637,0
30699,30701,C,25,0,0,1,F,2,3,0,MA,CODO,1,GO,AGUAS LINDAS,CID ENTORNO,Y,66,1.0,0.0,N,1,1500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,2.0,4.0,11.0,0.0,0,0,0,0,1,N,43,729,729,0
30700,30702,C,25,0,0,1,F,1,0,0,GO,APAPUA,1,GO,GOIANIA,PARQUE DAS AMENDOEIRAS,Y,67,2.0,4.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N,GO,GOIANIA,SETOR CENTRAL,Y,67,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,33,747,747,0
30701,30703,C,15,0,0,1,M,1,0,0,BA,CORIBE,1,GO,FORMOSA,CENTRO,Y,66,1.0,8.0,N,1,464.0,234.0,0,0,0,0,0,1,1,45000.0,1,Y,GO,Valparaiso de Goias,Novo Jardim Oriente,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,31,738,738,1
30702,30704,C,20,0,0,1,M,2,0,0,RS,pelotas,1,RS,pelotas,navegantes dois,N, ,1.0,13.0,N,1,530.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,1.0,0.0,0.0,0,0,0,0,1,N,63,960,960,1
30703,30705,C,10,0,0,1,F,1,0,0,PE,OLINDA,1,PE,CAMARAGIBE,VILA DA FABRICA,Y,97,1.0,8.0,N,0,350.0,0.0,1,1,0,0,0,1,1,0.0,1,N, ,,,N, ,0,2.0,4.0,0.0,0.0,0,0,0,0,1,N,41,547,547,1
30704,30706,C,5,0,0,1,F,2,0,0,RN,MACAIBA,1,RN,Natal,Lagoa azul,Y,105,1.0,5.0,N,0,550.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,9.0,4.0,0.0,0.0,0,0,0,0,1,N,25,591,591,0
30705,30707,C,25,Web,0,1,M,1,0,0,BA,FIRMINO ALVES,1,BA,ITABUNA,CONCEICAO,Y,84,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,Y,84,0,9.0,5.0,,,0,0,0,0,1,N,28,456,456,0
30706,30708,C,10,Web,0,1,F,4,1,0,PB,CATOLE DO ROCHA,1,PB,CATOLE DO ROCHA,CENTRO,N, ,1.0,5.0,N,1,361.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,1.0,,,0,0,0,0,2,N,81,588,588,0
30707,30709,C,25,0,0,1,F,2,0,0,BA,OLINDINA,1,BA,CANDEIAS,MALEMBA,N, ,1.0,0.0,N,0,1000.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,2.0,4.0,0.0,4.0,0,0,0,0,1,N,34,438,438,1
30708,30710,C,25,Web,0,1,M,2,0,0,PE,ESCADA,1,PE,Jaboatao dos Guararapes,LOTE NOVENTA E DOIS,Y,97,1.0,8.0,N,1,450.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,2.0,4.0,,,0,0,0,0,1,N,37,540,540,0
30709,30711,C,10,Web,0,1,F,1,0,0,SP,SAO PAULO,1,SP,Sao Paulo,Vila Maria,Y,5,1.0,32.0,N,1,700.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,32,213,213,1
30710,30712,C,5,Web,0,1,M,4,0,0,CE,BAO VIAGEM,1,CE,FORTALEZA,HENRIQUE JORGE,Y,107,1.0,8.0,N,1,630.39,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,43,604,604,0
30711,30713,C,10,Web,0,1,M,1,0,0,SP,barra bonita,1,SP,barra bonita,cohab,Y,12,5.0,5.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,2.0,,,0,0,0,0,1,N,34,173,173,0
30712,30714,C,10,0,0,1,F,2,0,0, , ,0,TO,GURUPI,CENTRO,Y,68,1.0,0.0,N,1,994.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,TO,GURUPI,CENTRO,Y,68,0,9.0,2.0,11.0,0.0,0,0,0,0,2,N,38,774,774,0
30713,30715,C,10,0,0,1,F,1,0,0, , ,0,CE,SOBRAL,ALTO  DA   BRASILIA,Y,112,2.0,2.0,N,1,369.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,9.0,1.0,11.0,0.0,0,0,0,0,1,N,23,621,621,0
30714,30716,C,20,0,0,1,F,2,1,0,MG,NOVA LIMA,1,MG,NOVA LIMA,SEABRA ONRIO BICALHO,Y,29,2.0,6.0,N,1,447.0,650.0,0,1,0,0,0,1,1,0.0,1,Y,MG,BELO HORIZONTE,BH SHOPPING,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,39,340,340,0
30715,30717,C,10,Web,0,1,F,1,2,0,BA,LAJE,1,DF,SAMAMBAIA,SAMAMBAIA SUL,Y,66,5.0,8.0,N,1,561.28,0.0,1,0,0,0,0,0,0,0.0,0,Y,DF,BRASILIA,BRASILIA,N, ,0,9.0,2.0,,,0,0,0,0,1,N,35,720,720,1
30716,30718,C,20,Carga,0,1,M,1,0,0,PE,JABOATAO,1,PE,JABOATAO,LOTE 92,Y,97,1.0,1.0,N,1,240.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,4.0,11.0,,0,0,0,0,1,N,35,540,540,0
30717,30719,C,15,0,0,1,F,1,0,0,PA,AUGUSTA CORREA,1,PA,BELEM,CRUZEIRO,Y,117,1.0,2.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,35,668,668,1
30718,30720,C,5,0,0,1,F,5,0,0,MG,VERMELHO NOVO MG,1,MG,TIMOTEO,JOAO XXII,Y,29,1.0,0.0,N,0,1341.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,49,351,351,0
30719,30721,C,5,Web,0,1,M,2,0,0,MG,FRONT DOS VALES MG,1,SP,EMBU GUACU,EMBUGUAU,Y,5,1.0,7.0,N,1,550.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,,,0,0,0,0,2,N,72,690,690,0
30720,30722,C,15,Web,0,1,M,2,0,0,PR,ROLANDIA,1,PR,ROLANDIA,CJ HENRIQUE BERGER,Y,43,3.0,9.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,4.0,9.0,4.0,0,0,0,0,1,N,37,866,866,0
30721,30723,C,15,0,0,1,M,2,2,0,CE,ALTO SANTO,1,PA,PARAUAPEBAS,GUANBARA,N, ,2.0,0.0,N,0,900.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,48,685,685,0
30722,30724,C,5,Web,0,1,F,1,1,0,PE,CARPINA,1,PE,CARPINA,CENZALA,Y,97,1.0,20.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,2.0,4.0,,,0,0,0,0,1,N,37,558,558,0
30723,30725,C,5,Web,0,1,F,1,0,0,BA,mundo novo,1,BA,Salvador,Tancredo Neves,Y,81,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,4.0,,,0,0,0,0,1,N,37,412,412,0
30724,30726,C,25,Web,0,1,M,2,2,0,SE,ARACAJU,1,GO,VALPARAISO,CIDADE JARDINS,Y,66,1.0,5.0,N,1,741.0,0.0,1,1,0,0,0,1,1,0.0,0,Y,DF,BRASILIA,ASA NORTE,Y,66,0,9.0,2.0,,,0,0,0,0,1,N,34,728,728,0
30725,30727,C,20,0,0,1,F,2,0,0,RS,PELOTAS,1,RS,PELOTAS,FRAGATA,Y,58,2.0,4.0,N,1,776.0,0.0,0,0,0,0,1,1,1,0.0,1,Y,RS,PELOTAS,DISTRITO INDUSTRIAL,Y,58,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,26,961,961,0
30726,30728,C,15,0,0,1,M,1,1,0,PE,SAO VICENTE DE MINAS,1,PE,Jaboatao dos Guararapes,Padre Roma,Y,97,1.0,2.0,N,1,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,30,541,541,1
30727,30729,C,5,Web,0,1,F,1,0,0,RS,Bage,1,RS,Bage,Vila Hipica,N, ,,,N,1,580.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Bage,Castro Alves,Y,58,0,,,,,0,0,0,0,1,N,34,964,964,1
30728,30730,C,10,Web,0,1,M,2,0,0,RS,PORTO ALEGRE,1,RS,ESTEIO,SANTO INACIO,Y,54,1.0,4.0,N,1,1803.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,1.0,,,0,0,0,0,1,N,59,932,932,1
30729,30731,C,10,Web,0,1,M,1,0,0,AL,MAR VERMELHO,1,MG,FRONTEIRA,ANGELO PASSUELO,Y,32,1.0,5.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,13.0,2.0,,,0,0,0,0,2,N,38,382,382,0
30730,30732,C,15,Web,0,1,F,2,0,0,CE,FORTALEZA,1,RJ,ITABORAI,MANILHA,Y,20,1.0,8.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,59,248,248,0
